li2 khui1 a1i5	li2|khui1|a1.i5
lan2 khuann3mai7	lan2|khuann3.mai7
ce1 siann2mih8	ce1|siann2.mih8
hoo7suann3	hoo7suann3
ai3 hoo7i1	ai3|hoo7i1
ce1	ce1
ce1	ce1
pang3jio7	pang3.jio7
ce1 siann2mih8	ce1|siann2.mih8
thng5a2	thng5a2
thng5a2 ho2ciah8	thng5a2|ho2.ciah8
li2 thau5tu2a2	li2|thau5tu2.a2
ce1 ing1tho5	ce1|ing1.tho5
ing1tho5	ing1.tho5
a1ma2 kio3 siann2mih8	a1.ma2|kio3|siann2.mih8
a1tho5e0	a1.tho5e0
cik4kong1 khi3 tueh4	cik4.kong1|khi3|tueh4
hue1	hue1
lan5hue1	lan5hue1
lan2 au7piah4 cing3 lan5hue1	lan2|au7piah4|cing3|lan5hue1
lan5hue1	lan5hue1
ce1 khi2ko1	ce1|khi2.ko1
lih4 lu3 chui3khi2	lih4|lu3|chui3.khi2
cai1	cai1
ce1 sann1	ce1|sann1
sann1	sann1
beh4	beh4
kio3 siann2mih8	kio3|siann2.mih8
kik4 kah4 an3ne1	kik4|kah4|an3.ne1
li2 khuann3	li2|khuann3
kio3 siann2mih8	kio3|siann2.mih8
kio3 siann2mih8	kio3|siann2.mih8
kam2	kam2
koh4 lua7hiau5pai1	koh4|lua7hiau5pai1
ce1 ting1a2	ce1|ting1.a2
beh4 ting3	beh4|ting3
ting3 ho2	ting3|ho2
ce1 tian7ping1siunn1	ce1|tian7ping1.siunn1
siann2mih8	siann2.mih8
hi5a2	hi5a2
bah4	bah4
chai3	chai3
cui2ko2	cui2.ko2
koh4 thng5a2	koh4|thng5a2
piann2	piann2
koh4 siann2mih8	koh4|siann2.mih8
koh4 im2liau7	koh4|im2.liau7
ce1 be7hiau2 kong2	ce1|be7hiau2|kong2
ian1chian5	ian1.chian5
ho2	ho2
ian1chian5	ian1.chian5
e7tang3 hang1	e7tang3|hang1
hang1	hang1
ce1 hue1kan1	ce1|hue1.kan1
he1 sann2	he1|sann2
ce1 chue1hong1ki1 li2 ho2	ce1|chue1.hong1.ki1|li2|ho2
beh4 chue1 thau5moo1	beh4|chue1|thau5moo1
chue1 sui2sui2	chue1|sui2.sui2
siu1nuann7	siu1.nuann7
koh4 ti1ko1	koh4|ti1.ko1
ce1	ce1
in1 a1ma2 na2 khiong1si1	in1|a1.ma2|na2|khiong1.si1
ce1	ce1
ce1	ce1
ce1	ce1
cit4	cit4
he1	he1
m7ho2 koh4 hian1	m7ho2|koh4|hian1
m7ho2 koh4 hian1	m7ho2|koh4|hian1
ce1	ce1
kin2	kin2
a1i5	a1.i5
khuann3 sann2	khuann3|sann2
ce1	ce1
ce1 a1i5	ce1|a1.i5
he1 be7ki3	he1|be7ki3
lan2 khi3 toh4 chit4tho5	lan2|khi3|toh4|chit4.tho5
khi3 hoo2bue2	khi3|hoo2.bue2
ho2 lan2 koh4 khuann3mai7	ho2|lan2|koh4|khuann3.mai7
ce1	ce1
koh4 lan2 khuann3mai7	koh4|lan2|khuann3.mai7
koh4	koh4
ce1	ce1
ce1	ce1
ce1	ce1
he1 sann2mih8	he1|sann2.mih8
ce1	ce1
ce1	ce1
li2 cai1	li2|cai1
ce1	ce1
koh4	koh4
ho2 koh4	ho2|koh4
koh4	koh4
koh4	koh4
gua2 cai1	gua2|cai1
koh4	koh4
ce1 hai2khau2 ma2	ce1|hai2.khau2|ma2
ce1 jin1ling2e0	ce1|jin1.ling2.e0
ce1 hai2khau2 ma2	ce1|hai2.khau2|ma2
ce1 jia1ying2e0	ce1|jia1.ying2.e0
lua7ah4ba3	lua7ah4.ba3
ce1 lua7hiau5pai1	ce1|lua7hiau5pai1
ho2	ho2
koh4	koh4
lan2 khi3 toh4 chit4tho5	lan2|khi3|toh4|chit4.tho5
cok4 ho2sng2	cok4|ho2.sng2
he1	he1
ho2	ho2
li2 mai3 hiah4ni7 kik4tong7 ho2	li2|mai3|hiah4.ni7|kik4.tong7|ho2
ce1 a1i5	ce1|a1.i5
koh4	koh4
ce1	ce1
ce1	ce1
ce1	ce1
cit4	cit4
li2 be7ki3cit4	li2|be7ki3.cit4
u7iann2	u7iann2
cit4	cit4
cit4	cit4
cit4le0	cit4.le0
ce1 ca1poo1	ce1|ca1.poo1
cit4	cit4
khi3 toh4 sng2	khi3|toh4|sng2
li2 kong2	li2|kong2
be2bin5san1	be2.bin5san1
khuann3 hai2khau2 ma2	khuann3|hai2.khau2|ma2
ho2	ho2
a1ma2 cia1	a1.ma2|cia1
hai2khau2 ma2	hai2.khau2|ma2
hai2khau2 ma2 ai3	hai2.khau2|ma2|ai3
lih4 kam1a2	lih4|kam1.a2
a1ma2 kuai1	a1.ma2|kuai1
kong3 kha1chng1 ho2	kong3|kha1.chng1|ho2
ho2	ho2
li2 khuann3	li2|khuann3
ce1 ke1kui1a2	ce1|ke1.kui1.a2
ke1kui1a2	ke1.kui1.a2
cia1 koh4	cia1|koh4
li2 khuann3	li2|khuann3
ce1 a1ku7	ce1|a1.ku7
a1ku7	a1.ku7
ce1	ce1
sin1the2 bai2 khuan2	sin1.the2|bai2|khuan2
a1kong1	a1.kong1
a1kong1	a1.kong1
a1kong1	a1.kong1
ce1	ce1
ce1 sann2mih8	ce1|sann2.mih8
ce1	ce1
ce1 siann2mih8	ce1|siann2.mih8
he1 le2but8	he1|le2.but8
ce1 ke1nng7ko1	ce1|ke1.nng7ko1
be7hiau2 kong2	be7hiau2|kong2
ce1	ce1
ce1	ce1
ce1	ce1
ce1	ce1
ce1	ce1
ce1 li2 mai3 kio3 li2 tan2le0 khi3 kiau7si2	ce1|li2|mai3|kio3|li2|tan2.le0|khi3|kiau7si2
ho2khuann3	ho2.khuann3
koh4 ke1nng7ko1	koh4|ke1.nng7ko1
sui2	sui2
cia1 ke1kui1a2	cia1|ke1.kui1.a2
ce1	ce1
cok4 ti1a2	cok4|ti1.a2
ce1 hi5a2	ce1|hi5a2
cit4 ciah4 siann2mih8	cit4|ciah4|siann2.mih8
lih4 ti1	lih4|ti1
ti1a2	ti1.a2
ti1a2	ti1.a2
koh4 long2 gun2	koh4|long2|gun2
tueh4	tueh4
ce1 i1 khuann3bo5	ce1|i1|khuann3.bo5
ce1	ce1
ce1	ce1
ce1	ce1
cai1iann2	cai1.iann2
li2 khuann3	li2|khuann3
i1 kong2 cai1iann2	i1|kong2|cai1.iann2
li2 khuann3	li2|khuann3
ce1	ce1
li2 cai1iann2	li2|cai1.iann2
ce1 pa1pa1	ce1|pa1.pa1
ce1	ce1
ce1	ce1
cai1iann2	cai1.iann2
li2 khuann3	li2|khuann3
khah4 i2cing5 bat4 li2 khuann3	khah4|i2.cing5|bat4|li2|khuann3
ce1 long2 bat4	ce1|long2|bat4
li2 khuann3	li2|khuann3
long2 bat4	long2|bat4
gua2 siunn7kong2 cit4 tiunn1 beh4 chong3 sann2mih8	gua2|siunn7kong2|cit4|tiunn1|beh4|chong3|sann2.mih8
ho2	ho2
siu1khi2lai5	siu1.khi2.lai5
beh4 a1ma2	beh4|a1.ma2
ho2 a1ma2	ho2|a1.ma2
gua2 cit4 pun2 li2	gua2|cit4|pun2|li2
ho2	ho2
gua2 cai1 khng3 tueh4	gua2|cai1|khng3|tueh4
lo1so1	lo1.so1
beh4 hip4siong3	beh4|hip4.siong3
li2 kong2	li2|kong2
lan2 siu1khi2lai5 ho2	lan2|siu1.khi2.lai5|ho2
li2 sng2 ho2	li2|sng2|ho2
ho2 lan2 siu1khi2lai5	ho2|lan2|siu1.khi2.lai5
ho2	ho2
ce1	ce1
lan2 khuann3 ce1 ho2	lan2|khuann3|ce1|ho2
li2 cheh4 liah4liah4phua3	li2|cheh4|liah4.liah4.phua3
beh4 khuann3 he1	beh4|khuann3|he1
ho2	ho2
an3ne1 ho2	an3.ne1|ho2
a1ma2	a1.ma2
a1kong1	a1.kong1
a1kong1 khi3 tueh4	a1.kong1|khi3|tueh4
a1kong1 khi3 tueh4	a1.kong1|khi3|tueh4
a1kong1 tueh4	a1.kong1|tueh4
a1kong1	a1.kong1
a1kong1 cit4 pun2	a1.kong1|cit4|pun2
ho2 li2 beh4 a1kong1 li2 khi3	ho2|li2|beh4|a1.kong1|li2|khi3
i1 beh4 a1kong1	i1|beh4|a1.kong1
koh4 pun2 li2 ho2	koh4|pun2|li2|ho2
beh4 a1kong1	beh4|a1.kong1
cit4 pun2	cit4|pun2
ho2	ho2
hian1 cit4	hian1|cit4
chong3 siann2mih8	chong3|siann2.mih8
li2 a1i5 kong2 li2 lih4 chong3 siann2mih8	li2|a1.i5|kong2|li2|lih4|chong3|siann2.mih8
he1 siann2mih8	he1|siann2.mih8
khoo1khoo1 beh4 chong3 siann2mih8	khoo1.khoo1|beh4|chong3|siann2.mih8
khoo1khoo1 beh4 chong3 siann2mih8	khoo1.khoo1|beh4|chong3|siann2.mih8
khoo1khoo1 beh4 chong3 siann2mih8	khoo1.khoo1|beh4|chong3|siann2.mih8
beh4 chong3 sann2	beh4|chong3|sann2
beh4 be2 siann2mih8	beh4|be2|siann2.mih8
be2 siann2mih8	be2|siann2.mih8
beh4 be2 siann2mih8	beh4|be2|siann2.mih8
be2chai3	be2.chai3
koh4 be2 siann2mih8	koh4|be2|siann2.mih8
mi7pau1	mi7pau1
pak4too2 iau1iau1	pak4.too2|iau1.iau1
a1i5 be2	a1.i5|be2
a1i5 be2chai3	a1.i5|be2.chai3
i1 be7hiau2	i1|be7hiau2
i1 tan1a2 e7hiau2 kong2 chai3	i1|tan1.a2|e7hiau2|kong2|chai3
li2 chiunn3	li2|chiunn3
khoo1khoo1	khoo1.khoo1
koh4	koh4
ho2	ho2
an3ne1 ho2	an3.ne1|ho2
li2 chiunn3	li2|chiunn3
li2 chiunn3	li2|chiunn3
li2 chiunn3	li2|chiunn3
li2 beh4 chiunn3	li2|beh4|chiunn3
beh4 bue7hu3	beh4|bue7hu3
khah4kin2	khah4.kin2
i1 kong2 beh4 pang3 hit4 si5kan1 ai3 kin2 pang3	i1|kong2|beh4|pang3|hit4|si5kan1|ai3|kin2|pang3
hian1khui1	hian1.khui1
i1 cai2a2 kong3uan5	i1|cai2.a2|kong3.uan5
i1	i1
li2 cuan1kang1 khi3 be2	li2|cuan1.kang1|khi3|be2
hua3cong1phin2	hua3.cong1.phin2
beh4 siann2mih8	beh4|siann2.mih8
he1	he1
he1	he1
ian1ci1	ian1.ci1
hia1 toh4 an3nua2	hia1|toh4|an3.nua2
hia1 an3nua2	hia1|an3.nua2
thoo3	thoo3
phun3 phang1cui2	phun3|phang1.cui2
phun3 phang1cui2	phun3|phang1.cui2
koh4 chong3 siann2mih8	koh4|chong3|siann2.mih8
ai3 chong3 siann2mih8	ai3|chong3|siann2.mih8
ai3 sing1 chue1 thau5moo1	ai3|sing1|chue1|thau5moo1
chue1hong1ki1	chue1.hong1.ki1
hit4 ki1 siann2mih8	hit4|ki1|siann2.mih8
chue1hong1ki1	chue1.hong1.ki1
li2 chiat4loh8	li2|chiat4.loh8
ki1	ki1
cit4 ki1	cit4|ki1
cit4 ki1	cit4|ki1
li2 ka1ti7	li2|ka1.ti7
tiann2	tiann2
long2cong2 kui2 ki1	long2.cong2|kui2|ki1
li2 khuann3	li2|khuann3
long2	long2
cu2png7	cu2.png7
cia1	cia1
ce1 cu2 thng1	ce1|cu2|thng1
li2	li2
beh4 cu2 gua2	beh4|cu2|gua2
ho2 gua2	ho2|gua2
uan5a2thng1 tua3 cit4 cu2	uan5a2.thng1|tua3|cit4|cu2
cit4le0 cha2 chai3	cit4.le0|cha2|chai3
ce1 cha2 chai3	ce1|cha2|chai3
ce1 cha2 chai3	ce1|cha2|chai3
li2	li2
tu2tu2a2ho2	tu2.tu2.a2.ho2
thng1si5a2chai3	thng1.si5a2.chai3
tik4 kha1	tik4|kha1
te5pue1a2 hia1	te5pue1.a2|hia1
li2 a1i5 lim1	li2|a1.i5|lim1
an3ne1	an3.ne1
ki1 chiu2	ki1|chiu2
koh4 hit4 ki1 chiu2	koh4|hit4|ki1|chiu2
li2 beh4 khi3 tueh4	li2|beh4|khi3|tueh4
tam3 cia1 sng2 ho2	tam3|cia1|sng2|ho2
ce7che1che1	ce7che1.che1
siann2	siann2
li2 siann2mih8	li2|siann2.mih8
i1 bo5ai3	i1|bo5ai3
i1 ka3i3	i1|ka3.i3
long3tioh8	long3.tioh8
chut4 chia1ho7	chut4|chia1.ho7
be2 sann2mih8	be2|sann2.mih8
li2	li2
beh4 an3nua2 be2	beh4|an3.nua2|be2
i1 e1cai2a2 tau3 gua2 pak4khi2lai5	i1|e1.cai2.a2|tau3|gua2|pak4.khi2.lai5
te2 lue3	te2|lue3
li2 beh4 kuann7khi3 tueh4	li2|beh4|kuann7khi3|tueh4
li2 bo5ai3 sng2	li2|bo5ai3|sng2
li2 ai3 a1i5 kong2 siann2mih8	li2|ai3|a1.i5|kong2|siann2.mih8
uat4kue3lai5	uat4.kue3.lai5
uat4kue3lai5	uat4.kue3.lai5
li2 uat4kue3lai5	li2|uat4.kue3.lai5
li2 beh4 kio3 a1i5 siann2mih8	li2|beh4|kio3|a1.i5|siann2.mih8
lan2 khi3 toh4 chit4tho5 li2 a1i5 kong2	lan2|khi3|toh4|chit4.tho5|li2|a1.i5|kong2
lan2 ting2 kang1 khi3 toh4 chit4tho5	lan2|ting2|kang1|khi3|toh4|chit4.tho5
i1 lan2 khi3 toh4 chit4tho5	i1|lan2|khi3|toh4|chit4.tho5
i1 lan2 khi3 chit4tho5	i1|lan2|khi3|chit4.tho5
lan2 khi3 khe1thau5	lan2|khi3|khe1.thau5
koh4 siann2mih8	koh4|siann2.mih8
koh4 siann2mih8	koh4|siann2.mih8
e7te2	e7te2
li2 kham3khi2lai5	li2|kham3.khi2.lai5
li2 be7hiau2 i1 sin1the2 kue3	li2|be7hiau2|i1|sin1.the2|kue3
lan2 khuann3 ce1 ho2	lan2|khuann3|ce1|ho2
kau2hia7	kau2.hia7
ce1	ce1
ko1ko1	ko1.ko1
beh4 tng2khi3	beh4|tng2.khi3
li2 kio3 a1cim2	li2|kio3|a1.cim2
khah4 siann1	khah4|siann1
kio3 a1cim2	kio3|a1.cim2
li2	li2
siann2mih8	siann2.mih8
he1 chu3	he1|chu3
ce1 ian1tang5kong2	ce1|ian1.tang5kong2
hun1khak4a2	hun1.khak4.a2
hun1	hun1
ce1 khi2thok4a2	ce1|khi2.thok4.a2
khi2thok4a2	khi2.thok4.a2
li2 khuann3	li2|khuann3
ka1cuah8	ka1.cuah8
a1po5 khi3 tueh4	a1.po5|khi3|tueh4
a1po5 khi3 tueh4	a1.po5|khi3|tueh4
cik4kong1 khi3 tueh4	cik4.kong1|khi3|tueh4
cik4kong1 lih4 chong3 sann2	cik4.kong1|lih4|chong3|sann2
a1kong1	a1.kong1
a1kong1	a1.kong1
kuah4 sun2a2	kuah4|sun2.a2
ce1 phong3chi2	ce1|phong3.chi2
ce1 giok8lan5hue1	ce1|giok8lan5hue1
piann2a2	piann2.a2
beh4 khui1	beh4|khui1
kong2a2	kong2.a2
kong2 siann2mih8	kong2|siann2.mih8
li2 khuann3	li2|khuann3
beh4	beh4
li2 khuann3 niau1mi1	li2|khuann3|niau1.mi1
kui2 ciah4	kui2|ciah4
li2 khuann3mai7	li2|khuann3.mai7
sann1	sann1
si3	si3
chit4	chit4
peh4	peh4
kau2	kau2
ce1 siann2mih8	ce1|siann2.mih8
kau5san1a2	kau5san1.a2
ce1 oo1ku1	ce1|oo1.ku1
ku1	ku1
ku1	ku1
ce1 niau1mi1	ce1|niau1.mi1
niau1a2	niau1.a2
ce1 cioh8thau5a2	ce1|cioh8thau5a2
he1	he1
beh4 sio1ka7	beh4|sio1.ka7
ce1 siann2	ce1|siann2
si3kha1a2	si3.kha1.a2
he1 kau5a2	he1|kau5a2
ce1 hue1	ce1|hue1
sin1khu1 hue1	sin1.khu1|hue1
be7hiau2	be7hiau2
cok4 ching1	cok4|ching1
pi2 tu2a2 chiunn3 khah4 ching1	pi2|tu2.a2|chiunn3|khah4|ching1
koh4 chiunn3	koh4|chiunn3
li2 khuann3	li2|khuann3
leh4 li2 khuann3	leh4|li2|khuann3
ce1 sann2mih8	ce1|sann2.mih8
cai1	cai1
ce1 a1coo2	ce1|a1.coo2
ce1 khng3 sann2mih8	ce1|khng3|sann2.mih8
ce1 lok4 sann2mih8	ce1|lok4|sann2.mih8
khoo1khoo1	khoo1.khoo1
li2 beh4 chong3 sann2mih8	li2|beh4|chong3|sann2.mih8
khui1	khui1
khui1 khui1 beh4 an3na2	khui1|khui1|beh4|an3.na2
si7an3cuann2 be7hiau2 khui1	si7an3.cuann2|be7hiau2|khui1
beh4 an3na2	beh4|an3.na2
be7hiau2 khui1 beh4 an3na2	be7hiau2|khui1|beh4|an3.na2
khoo1khoo1	khoo1.khoo1
li2 beh4 khoo1khoo1 beh4 chong3 siann2	li2|beh4|khoo1.khoo1|beh4|chong3|siann2
gua2 be7hiau2 khui1	gua2|be7hiau2|khui1
li2 pai3thok4	li2|pai3.thok4
li2 ai3 kong2 siann2mih8	li2|ai3|kong2|siann2.mih8
gua2 li2 iong7khui1 li2 ai3 kong2 siann2mih8	gua2|li2|iong7khui1|li2|ai3|kong2|siann2.mih8
khoo1khoo1	khoo1.khoo1
ciah4 khoo1khoo1	ciah4|khoo1.khoo1
gua2 beh4 cu2png7	gua2|beh4|cu2.png7
ce1 he5a2	ce1|he5a2
he5a2	he5a2
ce1 ke1nng7ko1	ce1|ke1.nng7ko1
ko1	ko1
khuann3 khah4 sui2 ho2	khuann3|khah4|sui2|ho2
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
hainn3chian1chiu1	hainn3.chian1.chiu1
ce1	ce1
cit4e0 siann2	cit4.e0|siann2
ce1 siann2	ce1|siann2
he1 a1m2	he1|a1.m2
li2 kio3 a1m2	li2|kio3|a1.m2
kong2 a1m2	kong2|a1.m2
ko1ko1 in1	ko1.ko1|in1
ce1	ce1
ce1 sann2mih8	ce1|sann2.mih8
a1m2 siann2mih8	a1.m2|siann2.mih8
a1m2 siann2mih8	a1.m2|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
koh4	koh4
koh4 hian1	koh4|hian1
ce1 siann2mih8	ce1|siann2.mih8
phang1kue1a2	phang1.kue1.a2
ce1 suann1tang1peh8a2	ce1|suann1.tang1.peh8a2
ce1	ce1
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
huan1beh8	huan1.beh8
ce1	ce1
ce1	ce1
ce1 siann2mih8	ce1|siann2.mih8
chai3na5a2	chai3.na5a2
beh4 be2chai3	beh4|be2.chai3
khoo1khoo1	khoo1.khoo1
ce1 khoo1khoo1	ce1|khoo1.khoo1
ce1	ce1
li2 kong2	li2|kong2
ce1 siann2mih8	ce1|siann2.mih8
li2 kong2	li2|kong2
he1	he1
pin1nng5	pin1.nng5
ce1	ce1
hia1	hia1
li2 kong2 hia1 ah4bi5bi5	li2|kong2|hia1|ah4.bi5bi5
kok0kok0ke1	kok0kok0ke1
kha1tah8chia1	kha1.tah8chia1
kha1tah8chia1	kha1.tah8chia1
siann2mih8	siann2.mih8
be2chai3	be2.chai3
khoo1khoo1	khoo1.khoo1
khah4 siann1	khah4|siann1
li2 khoo1khoo1 tueh4	li2|khoo1.khoo1|tueh4
cai1	cai1
kong2 than3 thang1 kue3ni5	kong2|than3|thang1|kue3.ni5
ang5pau1	ang5pau1
khoo1khoo1	khoo1.khoo1
khoo1khoo1 beh4 be2 sann2mih8	khoo1.khoo1|beh4|be2|sann2.mih8
be2 sann1	be2|sann1
be2 sui2 sann1	be2|sui2|sann1
be2 e5a2	be2|e5a2
be2 bueh8a2	be2|bueh8a2
beh4 be2	beh4|be2
be2 chiu2ci2	be2|chiu2.ci2
be2 chiu2khuan5	be2|chiu2.khuan5
be2 bo7a2	be2|bo7a2
li2 beh4 be2 sann2	li2|beh4|be2|sann2
li2 beh4 be2 sann2	li2|beh4|be2|sann2
li2 be2 sann2 a1i5	li2|be2|sann2|a1.i5
li2 kong2 thng5a2	li2|kong2|thng5a2
ciu3khi2	ciu3.khi2
chui3khi2 hai7khi3	chui3.khi2|hai7khi3
hai7khi3	hai7khi3
i1 beh4 khuann3i1sing1	i1|beh4|khuann3.i1.sing1
beh4	beh4
cu3 kha1chng1 ho2	cu3|kha1.chng1|ho2
beh4 be2chai3	beh4|be2.chai3
lan2 tng2lai5 khoo1khoo1 ho2	lan2|tng2.lai5|khoo1.khoo1|ho2
li2 beh4 be2 sann2mih8 chai3	li2|beh4|be2|sann2.mih8|chai3
be2 sann2mih8	be2|sann2.mih8
be2 sann2mih8 chai3	be2|sann2.mih8|chai3
ing3chai3	ing3.chai3
ko1le5chai3	ko1.le5chai3
pu5a2	pu5a2
chai3thau5	chai3.thau5
oo7a2	oo7a2
koh4 siann2mih8	koh4|siann2.mih8
khoo2kue1 ho2	khoo2.kue1|ho2
ho2	ho2
hue2ko1liau7	hue2.ko1.liau7
cu2 hue2ko1 ho2	cu2|hue2.ko1|ho2
tang1o1	tang1.o1
pau1sim1chai3	pau1.sim1.chai3
a1m2 khi3 tueh4	a1.m2|khi3|tueh4
khi3 tueh4	khi3|tueh4
kuah4 sun2a2	kuah4|sun2.a2
li2 khuann3	li2|khuann3
kong3 si2	kong3|si2
li2 a1i5 kong2	li2|a1.i5|kong2
li2 chue5a2 beh4 chong3 siann2mih8	li2|chue5a2|beh4|chong3|siann2.mih8
chue5a2 beh4 chong3 siann2	chue5a2|beh4|chong3|siann2
beh4 i1 kong2 an3na2	beh4|i1|kong2|an3.na2
li2 kong2	li2|kong2
ainn2	ainn2
kio3 i1	kio3|i1
lim1te5	lim1.te5
beh4 kong3	beh4|kong3
kong2	kong2
ho2 koh4 chiunn3kua1 a1i5 thiann1	ho2|koh4|chiunn3.kua1|a1.i5|thiann1
chiunn3kua1 a1i5 thiann1	chiunn3.kua1|a1.i5|thiann1
thui1	thui1
pat8a2	pat8a2
li2 beh4	li2|beh4
beh4 pat8a2	beh4|pat8a2
senn1	senn1
khioh4khi2lai5	khioh4.khi2.lai5
beh4 siann2mih8	beh4|siann2.mih8
li2 beh4 siann2mih8	li2|beh4|siann2.mih8
li2 kio3 a1i5 ban2	li2|kio3|a1.i5|ban2
long2 ku1sin5	long2|ku1.sin5
pat8a2	pat8a2
li2 a1i5	li2|a1.i5
a1i5	a1.i5
lu3 thoo5kha1	lu3|thoo5kha1
lu1a2	lu1.a2
ian5thang2	ian5thang2
cui2	cui2
ian5thang2	ian5thang2
khoo1khoo1	khoo1.khoo1
beh4 be2 siann2mih8	beh4|be2|siann2.mih8
be2chai3 be2 thng5a2	be2.chai3|be2|thng5a2
ho2	ho2
ce1 toh4a2	ce1|toh4.a2
ce1 sann2	ce1|sann2
ce1	ce1
cit4 ki1 siann2mih8	cit4|ki1|siann2.mih8
lim1	lim1
ce1 kua3	ce1|kua3
ce1 te5koo2chui3	ce1|te5koo2.chui3
thak8cheh4	thak8cheh4
kuah4 chau2	kuah4|chau2
kuah4 chau2	kuah4|chau2
i1 bat4	i1|bat4
he1	he1
a1pu0e0 hia1 a1pu0	a1.pu0e0|hia1|a1.pu0
ho2	ho2
beh4bo5	beh4.bo5
beh4	beh4
hia1 ho2	hia1|ho2
beh4	beh4
ho2	ho2
beh4	beh4
chia1	chia1
chia1	chia1
beh4	beh4
oo1peh8 kong2	oo1.peh8|kong2
ho2	ho2
beh4 tan3tiau7	beh4|tan3.tiau7
ho2	ho2
beh4	beh4
ho2	ho2
ho2 cio1 a1i5	ho2|cio1|a1.i5
a1i5	a1.i5
a1kong1 leh4 ban2 chau2	a1.kong1|leh4|ban2|chau2
beh4 khi3 tueh4	beh4|khi3|tueh4
beh4 khi3 chit4a2	beh4|khi3|chit4.a2
chit4a2	chit4.a2
be7hiau2	be7hiau2
lau5thui1	lau5thui1
a1po5	a1.po5
cim2po5	cim2.po5
li2 kio3 cim2po5	li2|kio3|cim2.po5
li2 beh4 tng2khi3	li2|beh4|tng2.khi3
siann1	siann1
li2 khuann3 khuann3 siann1	li2|khuann3|khuann3|siann1
cu2 ho2	cu2|ho2
he1 siann2mih8	he1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
cit4 ciah4 siann2mih8	cit4|ciah4|siann2.mih8
ce1	ce1
ce1 siann2mih8	ce1|siann2.mih8
ce1 kim1ku1	ce1|kim1.ku1
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
ce1 siann2mih8	ce1|siann2.mih8
si3kha1a2	si3.kha1.a2
li2 si3kha1a2	li2|si3.kha1.a2
li2 si3kha1a2 li2 be7ki3cit4	li2|si3.kha1.a2|li2|be7ki3.cit4
ng5sik4	ng5sik4
ce1 siann2	ce1|siann2
ng5sik4	ng5sik4
tio3hi5a2	tio3.hi5a2
tio3tioh8	tio3.tioh8
tio3 khi2lai5	tio3|khi2.lai5
kam1a2sik4	kam1.a2.sik4
he1 kam2 e7sai2	he1|kam2|e7sai2
si7an3cuann2 be7sai2cit4	si7an3.cuann2|be7sai2.cit4
kenn2si2	kenn2.si2
ci2sik4	ci2.sik4
peh8sik4	peh8sik4
ang5sik4	ang5sik4
kue3bin2	kue3.bin2
khui1	khui1
khui1	khui1
i1 kam1a2sik4	i1|kam1.a2.sik4
li2 mai3 kah4 i1 kong2	li2|mai3|kah4|i1|kong2
li2 mai3 kah4 i1 kong2	li2|mai3|kah4|i1|kong2
i1 ka1ki7 khi3	i1|ka1.ki7|khi3
gun2 e7sai2 sing1 ioh8a2	gun2|e7sai2|sing1|ioh8a2
li2 cok4	li2|cok4
lim1uan5	lim1.uan5
li2 ang5ku1kue2	li2|ang5ku1.kue2
li2 beh4 lim1	li2|beh4|lim1
cia1	cia1
cia1	cia1
kau5san1a2	kau5san1.a2
kin2	kin2
thiann1u7	thiann1.u7
thih4be2	thih4.be2
to3ping5 te3	to3.ping5|te3
ciann3ping5 te3	ciann3.ping5|te3
i2a2	i2.a2
kha1chng1	kha1.chng1
te3	te3
ah4	ah4
ah4	ah4
bue2liu1	bue2.liu1
kau2hia7 sua2	kau2.hia7|sua2
kau2hia7	kau2.hia7
li2 mai3 sng2	li2|mai3|sng2
koh4lai5	koh4.lai5
koh4 siann2mih8	koh4|siann2.mih8
koh4 siann2mih8	koh4|siann2.mih8
hue2ke1 chiunn3kua1	hue2.ke1|chiunn3.kua1
he1 hue2chia1	he1|hue2.chia1
hue2chia1 chiunn3kua1	hue2.chia1|chiunn3.kua1
hue2ke1 chiunn3kua1	hue2.ke1|chiunn3.kua1
hue2ke1	hue2.ke1
thoo3a2	thoo3.a2
te3 sang3 chau2he5	te3|sang3|chau2.he5
te3 sang3	te3|sang3
ciah4 ciau2a2 pue1 kau3 mng5khau2	ciah4|ciau2.a2|pue1|kau3|mng5khau2
ciau2a2 hau2	ciau2.a2|hau2
ciau2a2 hau2	ciau2.a2|hau2
kau2a2	kau2.a2
kau2a2 cau2	kau2.a2|cau2
li2 beh4 tui3 khai1si2	li2|beh4|tui3|khai1.si2
kin2	kin2
ciah4 ke1	ciah4|ke1
koh4 siann2mih8	koh4|siann2.mih8
koh4 ciok4	koh4|ciok4
ciah4 bang2	ciah4|bang2
ciah4 bang2	ciah4|bang2
ciah4 phang1	ciah4|phang1
si3 ciah4 bang2	si3|ciah4|bang2
ho2 li2	ho2|li2
ciah4 iah8a2	ciah4|iah8a2
tai5tiong1kang2	tai5tiong1.kang2
